Tire Compound,Track Temperature,Laps Driven,Track Surface,Car Weight (kg),Driving Style,Weather,Tire Wear (%)
Hard,31,8,Rough,732,Conservative,Wet,52.34285714285715
Hard,32,66,Smooth,624,Aggressive,Wet,65.82857142857142
Medium,28,19,Smooth,638,Balanced,Wet,53.31428571428571
Soft,27,61,Smooth,724,Conservative,Dry,54.114285714285714
Medium,21,57,Rough,704,Conservative,Dry,57.34285714285714
Hard,37,21,Smooth,604,Conservative,Dry,35.4
Medium,37,66,Rough,735,Aggressive,Wet,86.82857142857144
Medium,42,47,Rough,603,Aggressive,Dry,80.1142857142857
Wet,28,7,Smooth,659,Conservative,Wet,46.6
Wet,37,14,Smooth,653,Balanced,Dry,54.400000000000006
Soft,46,31,Rough,749,Aggressive,Wet,93.62857142857143
Wet,35,52,Rough,677,Aggressive,Dry,84.42857142857143
Medium,44,66,Smooth,618,Aggressive,Dry,68.22857142857143
Medium,43,3,Smooth,698,Conservative,Dry,39.028571428571425
Hard,44,29,Rough,667,Conservative,Dry,52.942857142857136
Wet,49,12,Rough,632,Conservative,Dry,61.51428571428571
Soft,25,20,Rough,749,Balanced,Wet,77.85714285714286
Hard,47,40,Rough,738,Conservative,Dry,55.114285714285714
Soft,22,18,Smooth,615,Conservative,Dry,46.971428571428575
Hard,32,47,Rough,726,Balanced,Wet,68.11428571428571
Medium,31,62,Rough,692,Aggressive,Wet,85.05714285714285
Medium,25,19,Smooth,643,Aggressive,Dry,57.714285714285715
Wet,37,63,Rough,608,Balanced,Dry,76.4
Hard,44,36,Smooth,677,Conservative,Dry,38.94285714285714
Wet,17,30,Rough,678,Balanced,Dry,67.68571428571428
Wet,31,17,Smooth,685,Balanced,Dry,53.62857142857143
Medium,30,19,Smooth,614,Balanced,Wet,53.71428571428572
Medium,35,10,Smooth,605,Conservative,Wet,43.42857142857143
Soft,49,43,Smooth,600,Aggressive,Wet,80.94285714285715
Wet,30,63,Smooth,619,Balanced,Wet,65.0
Wet,34,33,Smooth,729,Balanced,Dry,56.51428571428571
Soft,10,64,Smooth,669,Aggressive,Wet,76.14285714285715
Hard,15,54,Rough,601,Conservative,Dry,50.71428571428571
Soft,32,0,Smooth,730,Aggressive,Dry,66.4
Soft,32,37,Smooth,606,Balanced,Dry,61.68571428571429
Wet,32,8,Smooth,683,Aggressive,Wet,67.54285714285714
Wet,41,16,Smooth,653,Balanced,Wet,60.48571428571428
Wet,39,51,Rough,640,Balanced,Wet,80.08571428571429
Wet,22,17,Rough,714,Balanced,Dry,66.82857142857144
Hard,27,62,Smooth,732,Aggressive,Wet,64.25714285714285
Soft,32,32,Smooth,701,Conservative,Wet,55.97142857142857
Medium,24,3,Rough,681,Conservative,Wet,55.22857142857143
Soft,42,51,Smooth,662,Conservative,Dry,55.68571428571428
Soft,30,8,Smooth,600,Conservative,Wet,52.142857142857146
Hard,48,63,Smooth,624,Aggressive,Wet,68.6
Soft,32,29,Smooth,742,Conservative,Dry,50.542857142857144
Hard,36,7,Smooth,744,Balanced,Wet,48.2
Medium,27,4,Rough,748,Balanced,Dry,60.97142857142857
Medium,33,62,Rough,654,Aggressive,Wet,85.45714285714286
Hard,49,0,Rough,706,Aggressive,Wet,74.80000000000001
Soft,16,14,Smooth,737,Aggressive,Dry,65.19999999999999
Medium,29,37,Rough,664,Balanced,Wet,71.08571428571429
Hard,36,41,Smooth,636,Balanced,Dry,48.057142857142864
Soft,15,45,Rough,711,Balanced,Wet,79.42857142857143
Medium,36,52,Smooth,606,Aggressive,Dry,64.62857142857143
Medium,18,25,Rough,675,Conservative,Wet,57.17142857142857
Medium,40,60,Smooth,639,Aggressive,Dry,66.57142857142857
Soft,30,66,Smooth,600,Aggressive,Dry,75.42857142857143
Medium,35,53,Smooth,747,Balanced,Dry,54.57142857142857
Soft,49,21,Rough,707,Balanced,Dry,77.8
Soft,22,25,Smooth,667,Conservative,Wet,52.971428571428575
Wet,32,59,Smooth,611,Aggressive,Wet,74.82857142857144
Hard,29,38,Rough,749,Aggressive,Dry,71.22857142857143
Wet,46,35,Rough,728,Balanced,Wet,79.2
Hard,37,20,Rough,725,Aggressive,Dry,70.25714285714285
Hard,26,40,Rough,600,Balanced,Wet,65.91428571428571
Wet,37,47,Smooth,730,Aggressive,Wet,74.11428571428571
Wet,11,25,Smooth,716,Balanced,Wet,55.77142857142857
Hard,34,62,Rough,748,Conservative,Dry,55.65714285714286
Hard,15,35,Smooth,612,Aggressive,Wet,58.0
Soft,20,23,Smooth,740,Balanced,Wet,62.285714285714285
Medium,47,20,Smooth,704,Aggressive,Dry,62.25714285714286
Hard,15,17,Smooth,733,Aggressive,Wet,55.42857142857143
Soft,20,14,Rough,624,Conservative,Wet,66.0
Soft,23,5,Smooth,687,Conservative,Wet,50.31428571428572
Soft,11,42,Smooth,700,Aggressive,Dry,68.2
Soft,49,30,Rough,625,Balanced,Dry,79.08571428571429
Medium,12,27,Smooth,731,Aggressive,Wet,61.25714285714287
Hard,44,7,Rough,701,Balanced,Dry,59.800000000000004
Medium,42,28,Rough,699,Aggressive,Dry,77.4
Medium,33,20,Smooth,624,Balanced,Dry,49.457142857142856
Medium,28,57,Smooth,747,Balanced,Wet,58.74285714285715
Medium,27,59,Smooth,600,Conservative,Dry,43.82857142857142
Soft,33,49,Smooth,693,Aggressive,Wet,78.60000000000001
Hard,44,30,Rough,667,Aggressive,Dry,73.08571428571427
Wet,10,46,Smooth,622,Conservative,Wet,48.57142857142858
Hard,45,33,Rough,705,Aggressive,Wet,78.71428571428572
Wet,34,1,Rough,749,Conservative,Wet,61.942857142857136
Soft,43,66,Smooth,694,Balanced,Wet,73.02857142857142
Soft,34,51,Rough,661,Conservative,Dry,69.08571428571429
Medium,25,6,Rough,728,Conservative,Dry,50.857142857142854
Medium,43,18,Rough,667,Balanced,Dry,66.17142857142858
Soft,38,14,Smooth,746,Balanced,Wet,64.6
Medium,28,47,Smooth,629,Balanced,Dry,52.31428571428572
Soft,32,13,Rough,728,Conservative,Wet,68.25714285714285
Soft,28,2,Rough,647,Balanced,Wet,75.88571428571429
Medium,34,49,Smooth,618,Balanced,Wet,58.8
Hard,25,53,Smooth,726,Conservative,Dry,37.57142857142857
Soft,18,5,Smooth,749,Balanced,Wet,59.31428571428572
Hard,10,48,Smooth,649,Balanced,Dry,43.85714285714286
Medium,28,22,Rough,733,Aggressive,Wet,78.74285714285715
Wet,42,19,Rough,748,Conservative,Wet,66.11428571428571
Medium,43,59,Rough,746,Aggressive,Wet,87.02857142857142
Soft,25,44,Smooth,662,Balanced,Wet,66.28571428571428
Wet,49,60,Rough,728,Balanced,Wet,83.37142857142858
Hard,27,55,Rough,647,Balanced,Dry,63.25714285714285
Wet,43,1,Smooth,688,Aggressive,Dry,63.74285714285713
Hard,34,44,Rough,726,Balanced,Dry,63.08571428571429
Soft,15,39,Smooth,748,Conservative,Wet,53.57142857142857
Wet,30,23,Smooth,635,Balanced,Wet,59.28571428571429
Medium,15,28,Smooth,680,Conservative,Wet,41.99999999999999
Medium,41,66,Rough,646,Balanced,Dry,72.62857142857142
Hard,48,67,Smooth,747,Balanced,Dry,54.17142857142857
Hard,40,65,Rough,626,Conservative,Dry,57.285714285714285
Soft,19,53,Rough,651,Aggressive,Dry,86.37142857142857
Wet,39,52,Smooth,674,Conservative,Dry,50.22857142857143
Hard,27,48,Rough,691,Balanced,Dry,62.25714285714286
Medium,33,31,Rough,661,Balanced,Wet,71.02857142857144
Medium,18,60,Rough,665,Balanced,Dry,67.17142857142858
Wet,40,41,Rough,679,Conservative,Dry,63.85714285714286
Hard,24,0,Smooth,739,Aggressive,Dry,49.800000000000004
Wet,13,62,Rough,743,Conservative,Dry,61.457142857142856
Wet,49,34,Smooth,729,Conservative,Wet,54.65714285714286
Hard,18,50,Smooth,663,Conservative,Wet,40.74285714285715
Medium,18,44,Smooth,628,Conservative,Wet,44.885714285714286
Soft,35,64,Smooth,686,Conservative,Dry,56.142857142857146
Soft,13,13,Smooth,695,Balanced,Dry,54.457142857142856
Medium,26,2,Smooth,630,Aggressive,Wet,60.48571428571428
Soft,25,23,Smooth,682,Balanced,Dry,58.28571428571429
Wet,24,64,Rough,742,Balanced,Wet,78.94285714285714
Soft,44,47,Smooth,632,Conservative,Wet,60.51428571428572
Soft,14,9,Rough,699,Balanced,Wet,74.08571428571429
Wet,14,12,Smooth,747,Balanced,Dry,49.51428571428572
Wet,29,13,Smooth,672,Aggressive,Wet,67.65714285714286
Hard,24,9,Smooth,730,Aggressive,Wet,56.08571428571429
Medium,27,39,Smooth,617,Conservative,Wet,45.97142857142857
Soft,11,22,Smooth,725,Balanced,Dry,55.34285714285715
Hard,38,54,Smooth,606,Balanced,Dry,50.31428571428571
Hard,22,62,Smooth,723,Aggressive,Wet,63.25714285714285
Hard,13,41,Smooth,713,Aggressive,Wet,58.457142857142856
Soft,19,65,Smooth,683,Conservative,Wet,58.08571428571429
Hard,40,46,Smooth,683,Aggressive,Dry,59.57142857142857
Hard,17,51,Smooth,682,Balanced,Wet,50.68571428571428
Hard,12,17,Rough,704,Conservative,Wet,49.82857142857143
Wet,18,17,Smooth,701,Aggressive,Wet,66.02857142857144
Wet,39,23,Smooth,692,Balanced,Wet,61.08571428571429
Soft,20,22,Smooth,659,Conservative,Dry,47.142857142857146
Hard,44,11,Smooth,701,Aggressive,Dry,55.371428571428574
Hard,46,22,Rough,623,Balanced,Dry,62.34285714285714
Hard,22,20,Smooth,708,Conservative,Wet,37.25714285714285
Wet,45,63,Rough,739,Aggressive,Dry,88.0
Medium,22,33,Smooth,693,Conservative,Dry,39.114285714285714
Soft,21,1,Smooth,663,Aggressive,Dry,64.34285714285714
Hard,46,68,Smooth,603,Aggressive,Dry,63.91428571428571
Wet,19,30,Smooth,693,Aggressive,Wet,68.08571428571427
Hard,18,67,Rough,732,Conservative,Dry,53.171428571428564
Soft,16,69,Rough,615,Aggressive,Wet,93.05714285714286
Medium,11,18,Smooth,626,Aggressive,Wet,59.77142857142857
Wet,32,12,Rough,731,Conservative,Dry,58.114285714285714
Wet,48,64,Smooth,671,Conservative,Dry,53.74285714285715
Soft,49,5,Rough,647,Aggressive,Wet,90.51428571428572
Hard,48,26,Rough,735,Aggressive,Dry,73.31428571428572
Wet,30,51,Smooth,680,Conservative,Wet,53.28571428571429
Soft,32,47,Smooth,643,Aggressive,Wet,78.11428571428571
Wet,38,67,Rough,651,Balanced,Wet,82.17142857142858
Hard,23,43,Smooth,633,Conservative,Wet,40.74285714285715
Hard,35,16,Rough,620,Balanced,Wet,64.28571428571429
Soft,14,37,Rough,623,Conservative,Wet,68.08571428571429
Soft,40,9,Rough,643,Aggressive,Wet,89.28571428571429
Medium,34,53,Rough,713,Conservative,Wet,64.37142857142858
Soft,40,5,Rough,702,Conservative,Dry,63.71428571428572
Medium,29,5,Rough,733,Conservative,Wet,56.51428571428571
Soft,26,51,Rough,655,Balanced,Wet,82.48571428571427
Soft,11,14,Smooth,613,Balanced,Dry,54.2
Soft,34,67,Rough,700,Aggressive,Dry,91.37142857142857
Wet,22,56,Rough,600,Aggressive,Wet,87.4
Hard,48,55,Rough,611,Aggressive,Dry,77.45714285714286
Wet,37,6,Rough,714,Balanced,Dry,68.25714285714285
Hard,15,50,Rough,705,Conservative,Dry,50.14285714285714
Medium,12,57,Rough,636,Aggressive,Wet,80.54285714285714
Medium,44,63,Rough,602,Aggressive,Dry,82.8
Wet,27,25,Rough,652,Aggressive,Dry,78.97142857142856
Hard,20,57,Smooth,699,Balanced,Dry,47.142857142857146
Wet,29,30,Smooth,616,Balanced,Wet,60.08571428571429
Medium,14,65,Smooth,712,Conservative,Wet,47.08571428571429
Soft,28,12,Rough,709,Balanced,Wet,77.31428571428572
Soft,31,17,Rough,742,Aggressive,Wet,88.62857142857143
Soft,28,12,Rough,603,Aggressive,Wet,87.31428571428572
Medium,25,23,Rough,744,Aggressive,Wet,78.28571428571429
Wet,33,56,Rough,738,Balanced,Dry,74.6
Medium,13,28,Rough,611,Conservative,Wet,56.6
Hard,24,55,Smooth,631,Balanced,Dry,47.65714285714285
Hard,34,53,Smooth,642,Balanced,Dry,49.37142857142858
Medium,44,4,Rough,703,Balanced,Wet,69.37142857142857
Medium,23,34,Smooth,692,Conservative,Wet,44.457142857142856
Medium,28,18,Rough,642,Conservative,Dry,53.171428571428564
Medium,47,54,Smooth,730,Aggressive,Wet,72.11428571428571
Wet,45,68,Rough,684,Balanced,Wet,83.7142857142857
Medium,16,43,Smooth,634,Aggressive,Dry,59.34285714285714
Medium,39,37,Smooth,716,Conservative,Wet,48.08571428571429
Soft,28,61,Smooth,619,Aggressive,Wet,79.31428571428572
Hard,34,21,Rough,742,Conservative,Dry,49.800000000000004
Medium,25,39,Rough,684,Conservative,Dry,55.57142857142857
Wet,49,25,Rough,716,Aggressive,Dry,83.37142857142858
Wet,17,4,Smooth,705,Aggressive,Dry,58.97142857142857
Soft,27,53,Rough,745,Balanced,Wet,82.97142857142858
Hard,37,48,Rough,704,Conservative,Wet,59.25714285714286
Soft,25,2,Smooth,692,Conservative,Dry,45.285714285714285
Wet,28,37,Rough,640,Balanced,Dry,70.88571428571429
Medium,26,13,Smooth,699,Aggressive,Wet,62.05714285714286
Soft,22,46,Smooth,668,Balanced,Wet,65.97142857142858
Medium,16,13,Smooth,705,Balanced,Dry,45.05714285714285
Soft,36,37,Rough,738,Conservative,Dry,67.48571428571428
Wet,19,63,Smooth,745,Aggressive,Dry,67.8
Wet,43,43,Smooth,739,Aggressive,Wet,74.74285714285715
Wet,45,69,Smooth,743,Conservative,Wet,58.85714285714286
Hard,34,64,Smooth,626,Balanced,Wet,55.94285714285714
Soft,15,24,Rough,699,Conservative,Dry,61.42857142857142
Medium,33,15,Smooth,744,Balanced,Wet,53.74285714285715
Wet,27,14,Smooth,684,Conservative,Dry,42.400000000000006
Hard,32,2,Smooth,718,Aggressive,Wet,56.68571428571429
Wet,15,66,Rough,630,Balanced,Dry,72.42857142857143
Medium,38,36,Rough,708,Balanced,Wet,72.74285714285713
Medium,34,54,Smooth,626,Aggressive,Dry,64.51428571428572
Wet,26,37,Smooth,686,Aggressive,Wet,70.48571428571428
Wet,33,62,Rough,616,Conservative,Wet,70.45714285714286
Medium,20,0,Rough,610,Aggressive,Wet,74.0
Wet,35,18,Rough,728,Balanced,Dry,69.57142857142857
Hard,43,51,Smooth,681,Conservative,Wet,45.885714285714286
Hard,37,29,Rough,648,Balanced,Wet,66.54285714285714
Medium,12,54,Smooth,640,Conservative,Dry,40.114285714285714
Hard,20,13,Rough,619,Aggressive,Dry,65.85714285714286
Soft,47,12,Smooth,670,Conservative,Wet,56.114285714285714
Hard,23,26,Smooth,636,Balanced,Dry,43.31428571428571
Medium,35,8,Rough,725,Balanced,Dry,63.14285714285715
Hard,30,40,Smooth,743,Aggressive,Wet,61.714285714285715
Medium,48,47,Smooth,638,Conservative,Dry,46.31428571428572
Hard,39,11,Rough,708,Balanced,Wet,64.37142857142858
Wet,17,9,Rough,663,Aggressive,Dry,74.68571428571428
Wet,29,5,Rough,622,Aggressive,Dry,76.5142857142857
Hard,41,33,Rough,631,Balanced,Dry,62.91428571428572
Soft,31,51,Rough,722,Conservative,Dry,68.4857142857143
Hard,16,40,Rough,618,Aggressive,Wet,73.91428571428571
Medium,18,5,Rough,705,Aggressive,Wet,74.31428571428572
Soft,10,1,Rough,666,Aggressive,Dry,77.14285714285714
Wet,38,14,Rough,688,Aggressive,Wet,84.60000000000001
Medium,17,16,Rough,659,Balanced,Wet,65.68571428571428
Hard,13,15,Rough,610,Aggressive,Wet,69.74285714285715
Hard,44,27,Rough,648,Aggressive,Wet,77.65714285714284
Soft,12,9,Rough,742,Aggressive,Dry,78.68571428571428
Medium,49,9,Smooth,727,Conservative,Dry,41.08571428571429
Wet,16,9,Rough,660,Conservative,Dry,54.48571428571428
Medium,36,27,Smooth,742,Conservative,Wet,46.05714285714285
Medium,10,23,Smooth,604,Conservative,Dry,35.28571428571429
Wet,36,18,Rough,628,Conservative,Wet,64.77142857142857
Wet,25,67,Rough,668,Aggressive,Dry,84.57142857142857
Wet,47,55,Rough,749,Conservative,Wet,72.25714285714287
Medium,16,66,Rough,612,Balanced,Dry,67.62857142857142
Hard,32,41,Smooth,715,Balanced,Dry,47.25714285714286
Wet,20,11,Rough,709,Aggressive,Dry,75.57142857142857
Medium,42,17,Rough,679,Conservative,Dry,55.82857142857143
Medium,45,22,Smooth,699,Balanced,Wet,57.142857142857146
Soft,46,5,Rough,616,Aggressive,Dry,84.91428571428571
Hard,26,52,Smooth,747,Conservative,Wet,42.62857142857143
Medium,44,41,Rough,713,Conservative,Dry,59.65714285714286
Medium,14,65,Rough,605,Balanced,Dry,67.08571428571429
Wet,41,29,Rough,621,Balanced,Wet,77.34285714285714
Wet,12,8,Rough,736,Conservative,Dry,53.542857142857144
Medium,44,41,Rough,687,Aggressive,Dry,79.65714285714286
Medium,23,33,Rough,632,Aggressive,Wet,79.31428571428572
Hard,40,39,Rough,669,Conservative,Wet,58.57142857142857
Medium,40,16,Smooth,648,Balanced,Wet,55.285714285714285
Hard,26,28,Smooth,703,Aggressive,Wet,59.2
Soft,33,49,Smooth,701,Aggressive,Wet,78.60000000000001
Soft,32,48,Rough,743,Balanced,Dry,78.25714285714285
Soft,27,60,Rough,705,Conservative,Wet,73.97142857142856
Wet,23,45,Rough,681,Conservative,Wet,66.02857142857144
Medium,24,45,Smooth,685,Conservative,Wet,46.22857142857143
Medium,24,16,Rough,613,Aggressive,Dry,72.08571428571429
Hard,15,65,Rough,648,Balanced,Wet,67.28571428571429
Soft,36,4,Smooth,649,Conservative,Wet,52.771428571428565
Wet,24,53,Smooth,622,Balanced,Wet,62.37142857142857
Medium,45,15,Rough,665,Balanced,Dry,66.14285714285714
Wet,17,6,Smooth,714,Balanced,Dry,49.25714285714285
Wet,24,7,Rough,627,Aggressive,Dry,75.8
Wet,12,37,Smooth,619,Aggressive,Dry,62.68571428571428
Hard,22,53,Rough,720,Aggressive,Wet,76.97142857142858
Soft,43,14,Rough,696,Aggressive,Wet,90.6
Soft,33,49,Smooth,718,Conservative,Dry,53.6
Wet,49,55,Rough,708,Conservative,Dry,67.65714285714286
Soft,41,8,Smooth,625,Balanced,Dry,59.34285714285714
Medium,41,7,Rough,746,Conservative,Wet,59.2
Hard,39,18,Smooth,705,Balanced,Wet,50.371428571428574
Medium,22,50,Rough,740,Conservative,Wet,61.542857142857144
Soft,10,56,Smooth,661,Aggressive,Dry,70.0
Medium,43,67,Smooth,725,Conservative,Wet,53.171428571428564
Soft,24,30,Smooth,741,Conservative,Wet,54.08571428571428
Hard,23,2,Rough,738,Aggressive,Dry,64.88571428571429
Wet,38,42,Rough,666,Balanced,Wet,78.6
Hard,43,28,Rough,611,Aggressive,Dry,72.6
Wet,27,9,Rough,634,Conservative,Dry,56.68571428571429
Wet,16,11,Smooth,709,Balanced,Wet,54.77142857142857
Soft,38,45,Rough,613,Aggressive,Dry,89.02857142857144
Soft,40,29,Smooth,700,Conservative,Wet,57.142857142857146
Hard,34,31,Rough,659,Aggressive,Wet,76.22857142857143
Wet,47,46,Smooth,642,Balanced,Wet,65.97142857142858
Wet,23,62,Smooth,654,Conservative,Wet,53.457142857142856
Soft,17,25,Smooth,708,Conservative,Wet,51.971428571428575
Wet,36,2,Smooth,692,Aggressive,Dry,62.48571428571428
Hard,11,22,Rough,694,Balanced,Wet,60.34285714285714
Hard,26,49,Smooth,746,Conservative,Wet,42.199999999999996
Hard,46,35,Smooth,694,Balanced,Wet,54.2
Soft,23,12,Rough,747,Aggressive,Dry,81.31428571428572
Hard,34,28,Smooth,627,Aggressive,Wet,60.8
Wet,39,37,Rough,602,Conservative,Wet,68.08571428571429
Medium,38,4,Rough,685,Aggressive,Dry,73.17142857142856
Medium,29,19,Smooth,707,Aggressive,Wet,63.51428571428571
Medium,30,13,Smooth,716,Aggressive,Wet,62.857142857142854
Medium,31,7,Rough,707,Conservative,Wet,57.2
Soft,44,47,Rough,614,Aggressive,Dry,90.51428571428572
Soft,46,12,Rough,661,Conservative,Wet,70.91428571428571
Soft,25,23,Smooth,630,Conservative,Dry,48.28571428571429
Wet,26,64,Rough,625,Balanced,Dry,74.34285714285714
Wet,25,33,Rough,747,Conservative,Dry,59.714285714285715
Medium,11,50,Rough,665,Balanced,Wet,69.34285714285714
Hard,13,2,Rough,748,Conservative,Dry,42.885714285714286
Hard,30,57,Rough,714,Conservative,Dry,54.142857142857146
Soft,48,54,Rough,659,Conservative,Wet,77.31428571428572
Medium,43,41,Smooth,662,Aggressive,Dry,64.45714285714286
Medium,39,20,Smooth,700,Balanced,Wet,55.65714285714286
Hard,15,9,Smooth,699,Aggressive,Dry,49.28571428571429
Medium,26,56,Rough,738,Balanced,Dry,68.2
Hard,48,24,Rough,718,Conservative,Wet,58.028571428571425
Soft,34,55,Rough,656,Balanced,Dry,79.65714285714286
Soft,14,37,Rough,730,Aggressive,Dry,83.08571428571429
Medium,14,60,Rough,636,Balanced,Dry,66.37142857142857
Medium,29,46,Smooth,710,Balanced,Dry,52.37142857142857
Wet,25,53,Smooth,748,Aggressive,Wet,72.57142857142857
Wet,46,45,Rough,711,Aggressive,Wet,90.62857142857143
Soft,49,67,Smooth,600,Balanced,Wet,74.37142857142857
Medium,18,3,Smooth,622,Balanced,Wet,49.028571428571425
Medium,14,65,Rough,706,Aggressive,Dry,77.08571428571429
Soft,11,42,Rough,712,Conservative,Wet,68.2
Hard,18,61,Rough,688,Aggressive,Wet,77.31428571428572
Medium,45,3,Smooth,734,Aggressive,Dry,59.42857142857143
Hard,31,64,Rough,637,Aggressive,Dry,75.34285714285714
Wet,31,61,Rough,646,Aggressive,Dry,84.91428571428571
Wet,31,1,Smooth,702,Conservative,Wet,46.34285714285714
Medium,43,8,Rough,661,Aggressive,Wet,79.74285714285715
Soft,38,56,Smooth,672,Conservative,Wet,60.599999999999994
Medium,47,44,Smooth,602,Aggressive,Wet,70.68571428571428
Wet,42,17,Smooth,701,Balanced,Dry,55.82857142857143
Hard,27,47,Rough,747,Conservative,Wet,57.114285714285714
Wet,16,41,Smooth,704,Aggressive,Wet,69.05714285714285
Wet,10,40,Rough,643,Balanced,Dry,67.71428571428571
Hard,42,57,Smooth,699,Balanced,Dry,51.54285714285714
Soft,10,41,Rough,625,Aggressive,Dry,82.85714285714286
Soft,33,34,Rough,647,Conservative,Dry,66.45714285714286
Wet,13,37,Smooth,604,Balanced,Wet,57.885714285714286
Soft,13,66,Smooth,658,Balanced,Wet,67.02857142857142
Wet,27,40,Rough,660,Balanced,Dry,71.11428571428571
Medium,36,49,Smooth,648,Balanced,Dry,54.2
Wet,41,44,Smooth,744,Aggressive,Dry,69.48571428571428
Wet,42,18,Rough,669,Aggressive,Dry,80.97142857142856
Wet,37,16,Rough,614,Aggressive,Dry,79.68571428571428
Wet,45,64,Rough,600,Conservative,Wet,73.14285714285714
Soft,15,55,Rough,740,Conservative,Wet,70.85714285714286
Soft,25,40,Smooth,727,Aggressive,Wet,75.71428571428571
Wet,43,41,Smooth,724,Conservative,Dry,49.457142857142856
Soft,32,5,Smooth,618,Aggressive,Wet,72.11428571428571
Wet,33,68,Rough,718,Aggressive,Wet,91.31428571428572
Hard,22,39,Smooth,663,Balanced,Dry,44.971428571428575
Soft,27,40,Smooth,665,Aggressive,Wet,76.11428571428571
Medium,22,8,Smooth,656,Balanced,Wet,50.542857142857144
Hard,46,7,Rough,643,Aggressive,Dry,70.19999999999999
Wet,48,43,Smooth,611,Balanced,Wet,65.74285714285715
Hard,26,57,Rough,721,Aggressive,Dry,73.34285714285714
Wet,24,66,Rough,623,Conservative,Wet,69.22857142857143
Hard,27,12,Rough,738,Aggressive,Wet,72.11428571428571
Medium,32,18,Smooth,600,Aggressive,Dry,58.97142857142857
Soft,39,48,Smooth,627,Aggressive,Dry,74.65714285714286
Medium,43,29,Smooth,667,Conservative,Wet,47.74285714285714
Hard,13,65,Smooth,704,Conservative,Wet,41.885714285714286
Medium,12,58,Smooth,693,Balanced,Dry,50.6857142857143
Hard,16,52,Smooth,723,Balanced,Dry,45.62857142857143
Wet,27,51,Rough,723,Conservative,Dry,62.68571428571428
Soft,16,30,Rough,621,Conservative,Wet,67.48571428571428
Soft,49,14,Rough,688,Balanced,Dry,76.8
Wet,15,19,Smooth,644,Conservative,Dry,40.71428571428571
Hard,31,4,Rough,723,Conservative,Wet,51.77142857142857
Wet,10,6,Rough,744,Aggressive,Wet,77.85714285714286
Hard,13,17,Rough,678,Aggressive,Dry,65.02857142857142
Wet,38,55,Smooth,638,Conservative,Dry,50.457142857142856
Soft,30,44,Rough,627,Balanced,Wet,82.28571428571428
Wet,35,27,Rough,729,Aggressive,Wet,85.85714285714286
Hard,23,49,Smooth,748,Aggressive,Dry,56.6
Wet,18,1,Rough,686,Balanced,Wet,68.74285714285713
Hard,21,67,Rough,734,Conservative,Wet,58.77142857142857
Hard,15,23,Smooth,651,Balanced,Dry,41.28571428571428
Medium,29,47,Rough,725,Conservative,Dry,57.514285714285705
Medium,33,44,Smooth,746,Conservative,Wet,47.885714285714286
Wet,36,57,Rough,672,Balanced,Wet,80.34285714285714
